"Document Title","Authors","Publication Title","Publication Year","DOI","CATEGORY"
"Simultaneous Transmission and Sensing Emulation Using Interconnected Counter-Propagating Recirculating Loops","J. Wu; Z. Liu; L. Liu; H. Ji; W. Shieh","2025 European Conference on Optical Communications (ECOC)","2025","10.1109/ECOC66593.2025.11262977","FIBER"
"Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance","P. Boffi; M. Fasano; A. Madaschi; P. Parolari","2025 IEEE Photonics Society Summer Topicals Meeting Series (SUM)","2025","10.1109/SUM65312.2025.11121744","FIBER"
"Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform","Z. Lyu; L. Zhang; H. Zhang; Z. Yang; C. Zhang; H. Yang; N. Li; V. Bobrovs; O. Ozolins; X. Pang; G. Liu; X. Yu","Journal of Lightwave Technology","2024","10.1109/JLT.2024.3392282","WIRELESS"
"Retroreflective Optical ISAC Using OFDM and Corner Cube Reflector","C. Chen; P. Du","TENCON 2024 - 2024 IEEE Region 10 Conference (TENCON)","2024","10.1109/TENCON61640.2024.10902867","WIRELESS"
"Experimental Demonstration of Integrated Optical Wireless Sensing and Communication","L. Shi; Z. Liu; B. Béchadergue; H. Guan; L. Chassagne; X. Zhang","Journal of Lightwave Technology","2024","10.1109/JLT.2024.3415417","WIRELESS"
"Optical Integrated Sensing and Communication with Light-Emitting Diode","R. Zhang; Y. Shao; M. Li; L. Lu; Y. C. Eldar","2024 IEEE International Conference on Communications Workshops (ICC Workshops)","2024","10.1109/ICCWorkshops59551.2024.10615407","WIRELESS"
"LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios","U. Kopiyawattage; A. D. Ranjula; N. Jayaweera; D. Marasinghe; N. Rajatheva; S. Hakola; T. Koskela; O. Tervo; J. Karjalainen; J. Hulkkonen","2023 IEEE 34th Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)","2023","10.1109/PIMRC56721.2023.10294057","WIRELESS"
"Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras","A. A. Mohamed Nishar; S. Paul; A. Ashok","2024 23rd ACM/IEEE International Conference on Information Processing in Sensor Networks (IPSN)","2024","10.1109/IPSN61024.2024.00053","WIRELESS"
"A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics","Q. Zhou; M. Lei; J. Zhang; H. Li; B. Hua; Y. Cai; J. Zhang; J. Ding; B. Liu; Z. Zhang; J. Zheng; J. Yu; M. Zhu","ECOC 2024; 50th European Conference on Optical Communication","2024","","FIBER"
"Optical IRS-Aided Indoor Visible Light Fingerprint Localization","G. Cheng; F. Wang; Z. Zhang; X. Li; N. C. Luong; A. Nallanathan","IEEE Transactions on Green Communications and Networking","2025","10.1109/TGCN.2025.3589348","WIRELESS"
"Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network","Y. Wu; L. Sun; J. Cai; W. Wang; L. Zhang; R. Xu; G. Xu; G. Ning Liu; Y. Cai; H. Huang; G. Shen","IEEE Photonics Technology Letters","2025","10.1109/LPT.2025.3593343","FIBER"
"Revolutionizing 6G: Experimental Validation of an Optical Integrated Communication, Sensing, and Power Transfer System","T. Chu; J. Ye; C. Chen; X. Guo; Z. Zeng; S. Guo; H. Haas; M. -S. Alouini","IEEE Journal on Selected Areas in Communications","2025","10.1109/JSAC.2025.3608091","WIRELESS"
"Integrated Sensing and Communication in 6G: the Deterministic Channel Models for THz Imaging","X. Li; J. He; Z. Yu; G. Wang; P. Zhu","2021 IEEE 32nd Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)","2021","10.1109/PIMRC50174.2021.9569384","WIRELESS"
"Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication","J. Shao; T. Zerihun Gutema; W. O. Popoola","IEEE Photonics Technology Letters","2025","10.1109/LPT.2025.3559423","WIRELESS"
"Integrated Design of OFDM-LFM Lidar Communication in IoV Environment","G. Zhou; M. Cao; Q. Yang; Y. Zhang; S. Han; H. Wang","2024 IEEE 12th International Conference on Information, Communication and Networks (ICICN)","2024","10.1109/ICICN62625.2024.10761294","WIRELESS"
"On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios","H. Jin; A. Uchiyama","2025 Fifteenth International Conference on Mobile Computing and Ubiquitous Networking (ICMU)","2025","10.23919/ICMU65253.2025.11219159","WIRELESS"
"Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing","M. Lei; M. Zhu; Y. Cai; M. Fang; W. Luo; J. Zhang; B. Hua; Y. Zou; X. Liu; W. Tong; J. Yu","Journal of Lightwave Technology","2023","10.1109/JLT.2023.3280388","FIBER"
"A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing","N. S. Mannem; J. Park; E. Erfani; E. Liu; J. Lee; H. Wang","IEEE Journal of Solid-State Circuits","2023","10.1109/JSSC.2023.3237462","WIRELESS"
"All-Optical Computing for Direction-of-Arrival Estimation Beyond Diffraction Limits","S. Gao; H. Chen; H. Zhang; Z. Sun; Y. Shen; X. Lin","2025 Conference on Lasers and Electro-Optics (CLEO)","2025","","WIRELESS"
"All-Optical Computing for Super-Resolution Direction of Arrival Estimation","S. Gao; H. Chen; H. Zhang; Z. Sun; Y. Shen; X. Lin","2024 Asia Communications and Photonics Conference (ACP) and International Conference on Information Photonics and Optical Communications (IPOC)","2024","10.1109/ACP/IPOC63121.2024.10809945","WIRELESS"
"Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments","S. Wang; H. Chen","2023 21st International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks (WiOpt)","2023","10.23919/WiOpt58741.2023.10349823","WIRELESS"
"Antenna-on-Display with EH1-mode Wide Spatial Beam Scanning for User-Centric Sensing and Vehicle-to-Everything Communication","D. Lee; S. Bahrami; M. Kim; J. Lee; K. Iimura; W. Hong","IEEE Transactions on Vehicular Technology","2025","10.1109/TVT.2025.3613718","WIRELESS"
"Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging","X. Chen; Y. Wei; J. Wu; J. DU; D. Ma; B. Liu; Q. Zhang","IEEE Antennas and Wireless Propagation Letters","2024","10.1109/LAWP.2024.3436914","WIRELESS"
"A General 6G Large-scale Fading Channel Model for Multiple Frequency Bands and Scenarios","Y. Pan; L. Xin; H. Chang; J. Huang; J. Li; C. -X. Wang","2025 IEEE/CIC International Conference on Communications in China (ICCC)","2025","10.1109/ICCC65529.2025.11148844","WIRELESS"
"Adaptive RIS Optimization for Secure Underwater Optical Communications","O. V. M. Betancourt; D. Peraza","IEEE Access","2025","10.1109/ACCESS.2025.3602057","WIRELESS"
"Dual comb enabled simultaneously multi-path sensing and communication over fiber access network","J. Wang; H. He; Y. Yan; L. Lu; L. Wang; Z. Zhao; H. Y. Tam; A. P. T. Lau; C. Lu","ECOC 2024; 50th European Conference on Optical Communication","2024","","FIBER"
"VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing","Y. Song; R. Mo; P. Zhang; C. Wang; Z. Sheng; Y. Sun; Y. Yang","2024 IEEE 99th Vehicular Technology Conference (VTC2024-Spring)","2024","10.1109/VTC2024-Spring62846.2024.10683127","WIRELESS"
"Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System","H. Xiao; W. Wang; K. Zhang; F. Li; C. Sun","IEEE Transactions on Instrumentation and Measurement","2025","10.1109/TIM.2025.3595231","WIRELESS"
"Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing","G. Chen; Y. Yan; X. Wang; Z. Liu; B. Zhou","2024 IEEE/CIC International Conference on Communications in China (ICCC)","2024","10.1109/ICCC62479.2024.10681813","WIRELESS"
"Broadband Photon-Assisted Terahertz Communication and Sensing","J. Yu; Y. Wang; J. Ding; J. Zhang; W. Li; F. Wang; C. Wang; K. Wang; Y. Tan; M. Zhu; Y. Cai; B. Hua; M. Lei; T. Xie; J. Yu; F. Zhao; W. Zhou; X. You","Journal of Lightwave Technology","2023","10.1109/JLT.2023.3252821","FIBER"
"Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems","B. Li; J. Wang; D. Lian; Y. Gao; J. Lian; C. Tang; B. Lian","IEEE Transactions on Vehicular Technology","2025","10.1109/TVT.2025.3640107","WIRELESS"
"Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications","Z. Ye; Y. He; G. Yu; P. Loskot","IEEE Open Journal of the Communications Society","2025","10.1109/OJCOMS.2025.3577193","WIRELESS"
"Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile","F. S. Marzano; S. Corradini; L. Mereu; A. Kylling; M. Montopoli; D. Cimini; L. Merucci; D. Stelitano","IEEE Transactions on Geoscience and Remote Sensing","2018","10.1109/TGRS.2017.2769003","WIRELESS"
"New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver","M. Chen; T. Mao; Y. Zhao; W. Xiao; D. Zheng; Z. Wang; J. Zhang; S. Chen","IEEE Communications Magazine","2025","10.1109/MCOM.001.2500371","WIRELESS"
"Continuous Event Recording Technology For Integrated Sensing And Communications In Space","A. Aboltins; V. Bespal’ko; V. Kurtenoks","IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium","2024","10.1109/IGARSS53475.2024.10642111","WIRELESS"
"MPFusionNet: Transformer-Based Multi-Modal Perception Fusion for Predictive Beamforming in Low-Altitude UAV Communication Networks","Y. Xie; Y. Gong; Y. Zhao; M. Zhou; S. Wang; D. Zhang; Y. Wang; J. Wang","IEEE Internet of Things Journal","2025","10.1109/JIOT.2025.3623880","WIRELESS"
"Sensing Assisted Localization Services for Indoor Environments","T. Skandamis; G. Alogdianakis; K. Antonopoulos; E. Faliagka; D. Karadimas; C. Masouros; C. P. Antonopoulos; N. Voros","2025 23rd International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks (WiOpt)","2025","10.23919/WiOpt66569.2025.11123308","WIRELESS"
"RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals","S. Khunteta; Y. R. Guddeti; A. K. Reddy Chavva; A. Agrawal","2024 IEEE 99th Vehicular Technology Conference (VTC2024-Spring)","2024","10.1109/VTC2024-Spring62846.2024.10683334","WIRELESS"
"Electromagnetic Field Exposure-Aware AI Framework for Integrated Sensing and Communications-Enabled Ambient Backscatter Wireless Networks","M. Ali Jamshed; Y. Ahmad Qadri; A. Nauman; H. Jung","IEEE Internet of Things Journal","2024","10.1109/JIOT.2024.3394041","WIRELESS"
"Intelligent Surfaces Empowered Wireless Network: Recent Advances and the Road to 6G","Q. Wu; B. Zheng; C. You; L. Zhu; K. Shen; X. Shao; W. Mei; B. Di; H. Zhang; E. Basar; L. Song; M. Di Renzo; Z. -Q. Luo; R. Zhang","Proceedings of the IEEE","2024","10.1109/JPROC.2024.3397910","WIRELESS"
"Demo: Integrated On-site Localization and Optical Camera Communication for Drones","X. Zhang; G. Klevering; K. Wijewardena; L. Xiao","2023 IEEE 24th International Symposium on a World of Wireless, Mobile and Multimedia Networks (WoWMoM)","2023","10.1109/WoWMoM57956.2023.00055","WIRELESS"
"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge–Cloud Hybrid Computing","C. Ma; Y. Xiang; Y. Xue; S. Zhang; Y. Wang; D. Chen; R. Wang; L. Yang","2025 IEEE 15th International Conference on Signal Processing, Communications and Computing (ICSPCC)","2025","10.1109/ICSPCC66825.2025.11194376","WIRELESS"
"Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks","S. Soderi; A. Zappone","IEEE Transactions on Mobile Computing","2025","10.1109/TMC.2025.3618098","WIRELESS"
"OPPIS development at TRIUMF","A. N. Zelenski; C. D. P. Levy; P. W. Schmor; W. T. H. van Oers; G. W. Wight; G. Dutto","Proceedings of the 1997 Particle Accelerator Conference (Cat. No.97CH36167)","1997","10.1109/PAC.1997.752764","WIRELESS"
"Remote sensing of waved sea surface: combined passive and active microwave measurements during the CAPMOS’05 experiment","E. Santi; P. Pampaloni; M. Pospelov; A. Kuzmin; S. Zecchetto; F. De Biasio; N. Skou; S. Sobjurg","2007 IEEE International Geoscience and Remote Sensing Symposium","2007","10.1109/IGARSS.2007.4422954","WIRELESS"
"Documentation of Floods and Fires in Middle East Cultural Heritage Sites Through Multi-Sensor Satellite Data and Earth Observation Platforms","D. Tapete; F. Cigna","2022 IEEE Mediterranean and Middle-East Geoscience and Remote Sensing Symposium (M2GARSS)","2022","10.1109/M2GARSS52314.2022.9839932","WIRELESS"
"Mobile flight test support","F. H. Shigemoto","AIAA/IEEE Digital Avionics Systems Conference. 13th DASC","1994","10.1109/DASC.1994.369416","WIRELESS"
"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions","M. Z. Chowdhury; M. Shahjalal; S. Ahmed; Y. M. Jang","IEEE Open Journal of the Communications Society","2020","10.1109/OJCOMS.2020.3010270","WIRELESS"
"BigFiberNet: LLMs and Fabric Computing Empowered Large-Scale Non-Disturbance Mobile Sensing Networks","J. Liu; Y. Hao; Z. He; M. Chen; L. Hu; G. Wei","IEEE Network","2025","10.1109/MNET.2024.3519187","FIBER"
"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing","X. Meng; J. Zheng; J. Li; T. Pu; H. Zhou; S. Liu; X. Zhao","Journal of Lightwave Technology","2025","10.1109/JLT.2025.3632104","WIRELESS"
"Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity","Y. Yuan; T. Zhang; Z. Zhang; X. Zhao; X. Wu; S. Zheng; L. Liang; C. Cao","IEEE Sensors Journal","2024","10.1109/JSEN.2024.3470995","WIRELESS"
"Spaceborne microwave and infrared radiometric observations during the sub-Plinian eruption of Calbuco volcano in 2015","F. S. Marzano; M. Montopoli; D. Cimini; A. Kylling","2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","2016","10.1109/IGARSS.2016.7730503","WIRELESS"
"Demo: Towards 6G-Enabled Multi-Robot Process Orchestration in Complex Logistics Environments","J. Freytag; I. F. Priyanta; R. Ahlbäumer; S. Kauffmann; J. Emmerich","2025 IEEE 50th Conference on Local Computer Networks (LCN)","2025","10.1109/LCN65610.2025.11146333","WIRELESS"
"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks","E. Illi; M. Qaraqe; S. Althunibat; A. Alhasanat; M. Alsafasfeh; M. de Ree; G. Mantas; J. Rodriguez; W. Aman; S. Al-Kuwari","IEEE Communications Surveys & Tutorials","2024","10.1109/COMST.2023.3327327","WIRELESS"
"SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array","P. Chen; Z. Chen; L. Liu; Y. Chen; X. Wang","IEEE Transactions on Instrumentation and Measurement","2024","10.1109/TIM.2024.3391338","WIRELESS"
"6G Fabric Compiles Microdomains for Sophisticated Service Delivery [From the Guest Editors]","K. David; A. Al-Dulaimi; H. Haas; R. Q. Hu","IEEE Vehicular Technology Magazine","2023","10.1109/MVT.2023.3238481","FIBER"
